CustomerKey,MaritalStatus,Gender,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,CommuteDistance,Region,BikeBuyer,YearlyIncome,Age
20380,M,F,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,67
20381,M,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,71
20382,M,M,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,70000,70
20383,S,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,70
20384,M,M,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,0,60000,70
20385,M,M,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,70000,69
20386,M,F,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,1,70000,69
20387,M,M,3,0,Graduate Degree,Management,0,2,1-2 Miles,North America,1,60000,68
20388,M,F,5,0,Graduate Degree,Management,0,2,1-2 Miles,North America,0,70000,68
20389,M,M,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,70000,69
20390,S,M,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,70000,69
20391,M,F,5,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,70000,69
20392,M,F,4,0,Bachelors,Management,1,2,5-10 Miles,North America,0,80000,69
20393,S,F,4,0,Bachelors,Management,1,2,5-10 Miles,North America,0,80000,69
20394,M,F,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,50000,68
20395,S,F,4,0,Bachelors,Management,0,2,1-2 Miles,North America,1,50000,57
20396,S,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,50000,68
20397,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,50000,67
20398,S,F,5,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,70000,68
20399,M,M,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,50000,67
20400,M,F,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,50000,67
20401,M,F,4,0,Bachelors,Management,1,2,1-2 Miles,North America,1,50000,67
20402,M,M,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,0,20000,63
20403,M,M,4,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,0,20000,63
20404,S,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,10000,61
20405,S,M,0,0,Partial College,Skilled Manual,0,2,0-1 Miles,North America,1,70000,31
20406,M,F,2,1,Partial High School,Clerical,1,2,1-2 Miles,Pacific,0,20000,61
20407,M,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,20000,49
20408,S,M,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,0,40000,32
20409,S,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,40000,31
20410,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,40000,32
20411,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,60000,32
20412,M,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,1,70000,31
20413,M,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,60000,33
20414,M,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,60000,32
20415,M,F,2,1,Partial High School,Clerical,1,2,1-2 Miles,Pacific,0,20000,60
20416,S,M,3,0,Partial College,Clerical,1,2,5-10 Miles,Pacific,1,30000,54
20417,M,M,3,0,Partial College,Clerical,0,2,5-10 Miles,Pacific,0,30000,59
20418,M,M,3,0,Partial College,Clerical,0,2,1-2 Miles,Pacific,1,30000,59
20419,M,M,2,1,Partial High School,Clerical,1,2,5-10 Miles,Pacific,0,20000,52
20420,M,F,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,30000,58
20421,S,F,0,0,Partial High School,Clerical,1,2,5-10 Miles,North America,0,40000,29
20422,S,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,1,60000,29
20423,S,F,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,30000,51
20424,M,F,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,30000,57
20425,M,F,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,30000,51
20426,M,M,3,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,30000,56
20427,S,M,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,1,40000,56
20428,M,M,3,0,Partial College,Skilled Manual,0,2,1-2 Miles,Pacific,0,40000,56
20429,M,M,3,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,1,40000,56
20430,M,M,2,0,Partial College,Skilled Manual,1,2,5-10 Miles,Pacific,1,70000,55
20431,S,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,40000,33
20432,S,M,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,40000,34
20433,M,F,0,0,High School,Skilled Manual,1,2,5-10 Miles,North America,0,40000,34
20434,S,M,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,60000,33
20435,M,F,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,60000,33
20436,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,60000,34
20437,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,1,60000,33
20438,S,M,0,0,Partial College,Skilled Manual,1,2,5-10 Miles,North America,0,60000,33
20439,M,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,0,60000,30
20440,S,F,0,0,Partial College,Skilled Manual,0,2,1-2 Miles,North America,0,60000,30
20441,M,F,0,0,Partial College,Professional,0,2,1-2 Miles,North America,0,60000,30
20442,M,M,0,0,Partial College,Professional,1,2,5-10 Miles,North America,1,70000,36
20443,S,M,0,0,Partial College,Professional,0,2,1-2 Miles,North America,0,60000,33
20444,S,F,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,80000,48
20445,M,F,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,80000,48
20446,M,M,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,80000,54
20447,S,F,2,0,High School,Skilled Manual,0,2,1-2 Miles,Pacific,1,80000,53
20448,M,M,2,0,High School,Skilled Manual,1,2,5-10 Miles,Pacific,1,80000,48
20449,S,F,0,0,Partial College,Professional,0,2,1-2 Miles,North America,0,60000,33
20450,S,M,2,0,High School,Professional,1,2,5-10 Miles,Pacific,1,70000,52
20451,S,F,2,0,High School,Professional,1,2,5-10 Miles,Pacific,1,70000,52
20452,S,F,2,0,High School,Professional,0,2,5-10 Miles,Pacific,1,70000,40
20453,M,M,1,1,Bachelors,Management,1,2,0-1 Miles,Pacific,0,100000,45
20454,S,M,5,1,Bachelors,Management,1,4,2-5 Miles,Pacific,0,110000,51
20455,M,M,4,1,Bachelors,Management,1,4,2-5 Miles,Pacific,0,110000,45
20456,S,M,0,0,Graduate Degree,Management,1,3,0-1 Miles,Pacific,1,130000,51
20457,M,F,0,0,Partial College,Professional,1,2,5-10 Miles,North America,0,60000,29
20458,M,M,0,0,Partial College,Professional,1,2,5-10 Miles,North America,0,60000,34
20459,M,F,0,0,High School,Professional,1,2,5-10 Miles,North America,1,60000,34
20460,M,M,1,2,Bachelors,Management,1,1,2-5 Miles,Pacific,0,110000,39
20461,S,F,0,0,Bachelors,Management,0,1,0-1 Miles,North America,1,150000,43
20462,S,F,0,0,Graduate Degree,Management,0,4,1-2 Miles,North America,1,160000,43
20463,M,F,2,0,High School,Professional,0,2,1-2 Miles,North America,1,60000,52
20464,M,F,2,1,Partial College,Professional,1,0,0-1 Miles,North America,0,70000,52
20465,M,F,2,1,Bachelors,Management,1,1,0-1 Miles,North America,1,80000,46
20466,M,M,2,0,Partial College,Professional,1,1,5-10 Miles,North America,0,90000,47
20467,M,F,2,0,High School,Professional,0,2,5-10 Miles,North America,0,60000,53
20468,M,F,2,0,High School,Professional,0,2,1-2 Miles,North America,1,60000,53
20469,M,M,3,0,Partial College,Professional,0,2,5-10 Miles,North America,0,70000,53
20470,S,F,3,0,Partial College,Professional,1,2,5-10 Miles,North America,1,70000,47
20471,M,M,2,0,Graduate Degree,Management,1,2,1-2 Miles,North America,0,50000,77
20472,S,M,4,4,Partial College,Professional,1,3,2-5 Miles,North America,1,90000,39
20473,M,M,5,5,Partial College,Professional,1,3,0-1 Miles,North America,0,90000,44
20474,M,M,3,1,Bachelors,Management,1,4,0-1 Miles,North America,0,100000,38
20475,M,M,2,2,Bachelors,Management,1,3,2-5 Miles,North America,0,110000,43
20476,S,F,1,2,Graduate Degree,Management,0,1,0-1 Miles,North America,1,130000,44
20477,S,M,2,2,Graduate Degree,Management,0,2,0-1 Miles,North America,0,130000,44
20478,M,M,4,3,Bachelors,Management,0,0,0-1 Miles,North America,0,80000,39
20479,M,M,4,3,Bachelors,Management,1,0,2-5 Miles,North America,0,80000,39
20480,S,M,3,2,High School,Skilled Manual,1,2,0-1 Miles,North America,1,40000,41
20481,M,M,3,2,High School,Skilled Manual,1,2,2-5 Miles,North America,1,40000,42
20482,S,F,1,0,Bachelors,Professional,0,1,2-5 Miles,North America,1,70000,41
20483,M,M,1,0,Partial College,Skilled Manual,1,1,2-5 Miles,North America,1,70000,47
20484,S,F,4,0,Bachelors,Management,0,2,1-2 Miles,North America,1,50000,67
20485,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,50000,56
20486,M,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,67
20487,M,M,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,67
20488,M,F,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,67
20489,S,M,5,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,61
20490,M,F,3,0,Graduate Degree,Management,1,2,10+ Miles,North America,0,60000,66
20491,M,M,5,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,66
20492,M,F,5,0,Bachelors,Management,1,2,1-2 Miles,North America,0,70000,66
20493,M,M,5,0,Bachelors,Management,1,2,1-2 Miles,North America,0,70000,61
20494,M,M,5,0,Bachelors,Management,1,2,5-10 Miles,North America,0,80000,55
20495,M,M,5,0,Bachelors,Management,0,2,1-2 Miles,North America,1,80000,66
20496,M,F,5,0,Bachelors,Management,0,2,1-2 Miles,North America,1,90000,66
20497,M,F,5,0,Partial High School,Clerical,0,2,1-2 Miles,North America,0,30000,65
20498,M,M,4,0,High School,Professional,0,2,10+ Miles,North America,0,40000,65
20499,S,M,4,0,High School,Professional,1,2,10+ Miles,North America,0,40000,59
20500,M,F,4,0,High School,Professional,0,2,10+ Miles,North America,0,40000,65
20501,M,F,4,0,Bachelors,Management,1,2,1-2 Miles,North America,0,70000,65
20502,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,65
20503,M,M,4,0,High School,Professional,0,2,2-5 Miles,North America,0,40000,64
20504,M,F,5,0,High School,Professional,0,2,2-5 Miles,North America,0,40000,64
20505,M,F,5,0,High School,Professional,0,2,10+ Miles,North America,0,40000,64
20506,M,F,5,0,High School,Professional,0,2,10+ Miles,North America,0,40000,64
20507,M,M,4,0,Bachelors,Management,0,2,2-5 Miles,North America,0,70000,53
20508,S,M,5,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,63
20509,M,F,5,0,Bachelors,Management,1,2,10+ Miles,North America,0,70000,64
20510,M,F,4,0,Bachelors,Management,0,2,2-5 Miles,North America,0,60000,62
20511,M,M,4,0,Bachelors,Management,1,2,10+ Miles,North America,0,60000,62
20512,M,F,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,70000,62
20513,S,M,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,70000,62
20514,M,F,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,70000,62
20515,S,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,70000,62
20516,M,M,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,70000,62
20517,M,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,70000,61
20518,M,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,70000,56
20519,M,M,2,1,High School,Professional,1,2,2-5 Miles,North America,0,40000,61
20520,S,F,2,1,High School,Professional,1,2,10+ Miles,North America,0,40000,61
20521,M,F,2,1,High School,Professional,1,2,2-5 Miles,North America,0,40000,61
20522,M,M,2,1,Bachelors,Management,1,0,10+ Miles,North America,0,60000,60
20523,M,F,2,1,Bachelors,Management,1,0,10+ Miles,North America,0,60000,61
20524,S,F,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,60000,54
20525,M,M,2,1,Bachelors,Management,1,0,2-5 Miles,North America,1,60000,54
20526,S,F,2,1,Partial College,Professional,1,0,10+ Miles,North America,1,60000,54
20527,M,F,4,1,Partial College,Professional,1,2,1-2 Miles,North America,1,70000,60
20528,M,M,2,1,Partial High School,Skilled Manual,1,2,2-5 Miles,North America,0,40000,58
20529,S,F,2,1,Partial College,Professional,0,2,2-5 Miles,North America,1,60000,58
20530,M,F,2,1,High School,Professional,1,2,10+ Miles,North America,0,60000,59
20531,M,M,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,60000,59
20532,M,F,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,60000,53
20533,M,M,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,60000,59
20534,M,M,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,60000,48
20535,M,F,4,2,Partial College,Professional,1,1,10+ Miles,North America,0,70000,43
20536,S,F,3,1,Bachelors,Management,1,1,5-10 Miles,North America,0,80000,59
20537,S,M,3,1,Bachelors,Management,1,1,5-10 Miles,North America,0,80000,59
20538,M,F,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,60000,52
20539,M,M,2,1,Partial College,Professional,1,1,10+ Miles,North America,0,60000,58
20540,M,F,2,1,Partial College,Professional,1,1,2-5 Miles,North America,0,60000,58
20541,M,F,2,1,Partial College,Professional,0,2,2-5 Miles,North America,1,60000,58
20542,M,F,2,1,Partial College,Professional,1,2,10+ Miles,North America,0,60000,58
20543,M,M,4,2,Partial College,Professional,0,2,2-5 Miles,North America,1,70000,53
20544,M,M,2,1,Partial High School,Skilled Manual,0,2,2-5 Miles,North America,1,70000,56
20545,S,F,2,1,Partial High School,Skilled Manual,0,3,2-5 Miles,North America,1,70000,57
20546,M,F,2,1,High School,Professional,0,2,2-5 Miles,North America,1,60000,56
20547,M,M,4,3,Partial College,Professional,1,1,2-5 Miles,North America,0,70000,56
20548,M,M,2,4,High School,Professional,1,4,5-10 Miles,Europe,1,120000,51
20549,M,F,2,4,Partial College,Professional,1,2,5-10 Miles,Europe,1,130000,52
20550,M,F,1,3,Partial College,Professional,1,3,5-10 Miles,Europe,0,150000,35
20551,M,F,2,3,High School,Professional,1,4,0-1 Miles,Europe,0,150000,52
20552,M,F,2,4,High School,Professional,1,3,0-1 Miles,Europe,1,150000,47
20553,M,M,2,3,Partial College,Professional,1,4,5-10 Miles,Europe,1,100000,52
20554,M,F,3,4,High School,Professional,1,4,5-10 Miles,Europe,0,120000,53
20555,M,M,3,4,High School,Professional,0,4,5-10 Miles,Europe,1,120000,53
20556,M,M,3,4,High School,Professional,1,4,5-10 Miles,Europe,1,120000,47
20557,M,F,3,4,High School,Professional,1,4,5-10 Miles,Europe,0,120000,53
20558,M,F,3,3,Partial College,Professional,1,4,5-10 Miles,Europe,1,170000,53
20559,M,F,3,4,Partial College,Professional,1,4,10+ Miles,Europe,0,110000,53
20560,M,F,3,4,Partial College,Professional,1,4,5-10 Miles,Europe,1,110000,37
20561,S,M,3,4,Partial College,Professional,0,3,0-1 Miles,Europe,1,130000,54
20562,M,F,3,4,Partial College,Professional,1,3,5-10 Miles,Europe,1,130000,48
20563,M,F,3,4,Bachelors,Management,1,4,10+ Miles,Europe,0,110000,65
20564,S,M,3,4,Bachelors,Management,0,3,0-1 Miles,Europe,1,130000,64
20565,M,F,3,4,Bachelors,Management,1,4,0-1 Miles,Europe,0,130000,65
20566,M,M,3,4,Bachelors,Management,0,4,5-10 Miles,Europe,0,110000,64
20567,M,M,4,4,Partial College,Professional,0,4,5-10 Miles,Europe,1,130000,53
20568,M,M,5,0,Partial College,Professional,0,2,2-5 Miles,Europe,0,90000,63
20569,M,F,4,4,Partial College,Professional,1,4,5-10 Miles,Europe,1,130000,57
20570,M,M,4,4,Partial College,Professional,1,4,0-1 Miles,Europe,0,130000,57
20571,S,F,4,4,Bachelors,Management,0,4,0-1 Miles,Europe,0,170000,62
20572,M,F,4,2,Partial College,Professional,1,2,10+ Miles,Europe,0,80000,56
20573,M,F,4,2,Partial College,Professional,1,1,10+ Miles,Europe,1,90000,39
20574,M,M,3,4,Partial College,Professional,1,4,0-1 Miles,Europe,0,130000,54
20575,M,F,4,5,High School,Professional,1,2,10+ Miles,Europe,1,130000,55
20576,S,M,4,5,High School,Professional,0,2,0-1 Miles,Europe,1,130000,55
20577,M,F,4,5,High School,Professional,1,2,0-1 Miles,Europe,1,130000,54
20578,M,M,3,4,Bachelors,Management,0,3,2-5 Miles,Europe,0,100000,56
20579,M,F,3,4,Partial College,Professional,1,4,2-5 Miles,Europe,0,100000,50
20580,S,M,4,1,Partial College,Professional,1,2,10+ Miles,Europe,0,80000,52
20581,M,F,4,1,Partial College,Professional,0,2,2-5 Miles,Europe,1,80000,56
20582,S,F,4,1,High School,Professional,1,2,10+ Miles,Europe,0,80000,56
20583,M,F,4,1,High School,Professional,1,2,10+ Miles,Europe,0,90000,41
20584,S,F,4,5,Partial College,Professional,1,2,10+ Miles,Europe,1,110000,58
20585,M,F,4,5,High School,Professional,1,3,10+ Miles,Europe,0,130000,52
20586,M,M,4,1,High School,Management,1,3,10+ Miles,Europe,0,90000,53
20587,M,M,3,4,Partial College,Management,1,4,5-10 Miles,Europe,1,100000,58
20588,M,F,4,5,Partial College,Management,1,4,0-1 Miles,Europe,0,150000,59
20589,M,F,5,1,High School,Management,1,3,5-10 Miles,Europe,1,80000,59
20590,M,M,3,4,Partial College,Management,1,4,10+ Miles,Europe,1,100000,60
20591,M,F,4,5,High School,Management,1,3,10+ Miles,Europe,0,120000,60
20592,M,M,4,5,High School,Management,1,4,10+ Miles,Europe,1,160000,59
20593,M,M,5,1,High School,Management,1,4,10+ Miles,Europe,0,80000,60
20594,M,M,5,1,High School,Management,1,4,10+ Miles,Europe,0,80000,61
20595,S,F,5,1,High School,Management,1,4,10+ Miles,Europe,0,80000,61
20596,M,F,5,5,Bachelors,Professional,1,4,0-1 Miles,Europe,0,130000,61
20597,M,F,5,0,Partial High School,Skilled Manual,0,2,5-10 Miles,Europe,0,90000,61
20598,M,M,3,5,Partial High School,Professional,1,0,10+ Miles,Europe,1,100000,62
20599,M,M,5,5,High School,Management,0,4,10+ Miles,Europe,0,120000,62
20600,S,M,0,0,Bachelors,Professional,0,2,5-10 Miles,Pacific,1,70000,29
20601,M,F,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,70000,33
20602,S,M,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,0,70000,33
20603,S,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,70000,33
20604,S,M,0,0,Bachelors,Professional,0,4,2-5 Miles,Pacific,0,60000,35
20605,S,M,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,80000,29
20606,M,F,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,1,70000,35
20607,S,F,0,0,Bachelors,Professional,1,3,10+ Miles,Pacific,0,80000,34
20608,S,F,0,5,High School,Management,1,2,10+ Miles,Pacific,1,100000,35
20609,M,M,0,5,High School,Management,1,2,10+ Miles,Pacific,1,100000,36
20610,M,M,0,5,Partial College,Management,1,3,10+ Miles,Pacific,1,110000,31
20611,M,F,0,5,Partial College,Management,0,3,10+ Miles,Pacific,1,110000,35
20612,M,M,0,5,Partial College,Management,1,3,10+ Miles,Pacific,1,110000,36
20613,M,F,0,5,Partial College,Management,1,3,10+ Miles,Pacific,1,110000,35
20614,S,M,0,5,Partial College,Management,1,3,10+ Miles,Pacific,1,110000,36
20615,S,F,0,5,Partial College,Management,1,3,10+ Miles,Pacific,1,110000,35
20616,S,F,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,1,120000,36
20617,S,F,0,5,High School,Management,1,3,10+ Miles,Pacific,1,100000,31
20618,S,F,0,0,Bachelors,Professional,1,4,10+ Miles,Pacific,0,80000,38
20619,S,M,0,0,Bachelors,Professional,0,4,10+ Miles,Pacific,0,80000,38
20620,S,F,0,0,Bachelors,Professional,0,3,10+ Miles,Pacific,1,90000,38
20621,M,F,0,5,Partial High School,Professional,0,4,10+ Miles,Pacific,1,120000,37
20622,M,M,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,1,120000,37
20623,M,F,4,5,High School,Management,1,4,0-1 Miles,Pacific,1,130000,37
20624,S,F,0,5,High School,Management,1,3,10+ Miles,Pacific,1,100000,38
20625,M,M,0,5,High School,Management,1,3,10+ Miles,Pacific,1,100000,32
20626,M,M,0,5,High School,Management,1,4,10+ Miles,Pacific,1,100000,33
20627,M,F,0,5,High School,Management,1,4,10+ Miles,Pacific,1,110000,39
20628,S,M,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,1,120000,33
20629,M,F,0,5,Partial High School,Professional,1,4,10+ Miles,Pacific,1,120000,39
20630,M,F,5,5,High School,Management,1,4,0-1 Miles,Pacific,0,130000,39
20631,S,M,5,5,Bachelors,Professional,1,4,0-1 Miles,Pacific,0,130000,38
20632,S,M,4,3,Partial College,Professional,1,1,2-5 Miles,North America,0,80000,39
20633,M,M,5,5,Partial College,Professional,1,3,2-5 Miles,North America,0,90000,45
20634,M,F,5,2,Partial College,Professional,1,0,2-5 Miles,North America,0,100000,45
20635,M,M,3,2,Bachelors,Management,1,4,1-2 Miles,North America,0,110000,45
20636,M,F,3,2,Bachelors,Management,1,3,1-2 Miles,North America,0,130000,39
20637,M,M,3,2,Partial College,Professional,1,1,5-10 Miles,North America,0,70000,53
20638,S,M,3,0,Partial College,Professional,1,2,2-5 Miles,North America,1,80000,53
20639,M,F,3,2,Partial College,Professional,0,0,0-1 Miles,North America,1,80000,53
20640,M,M,2,1,Partial College,Professional,0,0,5-10 Miles,North America,1,90000,53
20641,S,F,2,1,Partial College,Professional,1,0,5-10 Miles,North America,1,90000,48
20642,S,F,2,1,Partial College,Professional,1,1,5-10 Miles,North America,1,90000,47
20643,M,F,4,0,Bachelors,Management,1,1,10+ Miles,North America,0,90000,75
20644,S,M,1,2,Graduate Degree,Management,0,3,0-1 Miles,North America,1,130000,75
20645,M,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,60000,32
20646,M,M,1,0,Graduate Degree,Skilled Manual,1,0,0-1 Miles,North America,1,60000,37
20647,M,M,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,60000,37
20648,M,M,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,70000,36
20649,S,F,2,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,70000,37
20650,M,M,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,1,50000,34
20651,M,M,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,1,50000,39
20652,M,F,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,50000,39
20653,M,F,1,1,Bachelors,Skilled Manual,1,0,0-1 Miles,North America,1,50000,39
20654,M,F,1,1,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,50000,33
20655,M,M,1,1,Bachelors,Skilled Manual,1,1,0-1 Miles,North America,0,50000,39
20656,M,M,1,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,60000,39
20657,S,M,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,50000,40
20658,M,F,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,70000,38
20659,M,M,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,70000,38
20660,M,F,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,60000,39
20661,M,F,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,60000,39
20662,M,F,2,2,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,70000,40
20663,S,F,2,2,Bachelors,Skilled Manual,0,0,0-1 Miles,North America,1,70000,35
20664,M,M,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,70000,41
20665,S,M,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,70000,41
20666,S,F,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,70000,40
20667,S,F,2,2,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,70000,40
20668,S,F,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,1,70000,40
20669,S,F,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,40000,31
20670,M,F,1,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,60000,39
20671,M,M,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,70000,34
20672,S,M,4,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,70000,34
20673,M,M,4,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,70000,33
20674,S,M,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,1,50000,37
20675,S,F,2,2,Bachelors,Skilled Manual,0,1,0-1 Miles,North America,1,50000,36
20676,M,M,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,0,60000,43
20677,S,F,3,3,Bachelors,Skilled Manual,1,0,2-5 Miles,North America,1,60000,37
20678,S,F,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,1,60000,32
20679,M,M,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,0,60000,43
20680,S,F,0,0,Graduate Degree,Professional,1,0,2-5 Miles,North America,1,60000,37
20681,S,M,5,5,Graduate Degree,Professional,1,2,2-5 Miles,North America,0,70000,40
20682,M,M,2,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,80000,39
20683,M,F,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,80000,40
20684,M,F,3,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,1,80000,40
20685,M,F,0,0,Bachelors,Professional,0,1,0-1 Miles,North America,1,40000,44
20686,S,M,0,0,Bachelors,Professional,1,1,2-5 Miles,North America,1,40000,44
20687,S,F,0,0,Bachelors,Professional,0,1,2-5 Miles,North America,0,40000,44
20688,M,M,3,3,Bachelors,Skilled Manual,1,1,2-5 Miles,North America,0,50000,44
20689,M,M,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,50000,38
20690,M,M,3,3,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,50000,43
20691,M,M,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,60000,44
20692,M,M,0,0,Graduate Degree,Professional,1,0,0-1 Miles,North America,0,60000,38
20693,S,M,0,0,Graduate Degree,Professional,0,1,0-1 Miles,North America,1,60000,44
20694,M,M,4,4,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,60000,45
20695,M,M,4,4,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,0,60000,45
20696,M,M,4,4,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,0,60000,45
20697,M,F,4,4,Bachelors,Skilled Manual,1,3,10+ Miles,North America,0,60000,44
20698,M,M,4,4,Bachelors,Skilled Manual,1,3,5-10 Miles,North America,0,60000,40
20699,S,M,4,2,Bachelors,Skilled Manual,0,2,0-1 Miles,North America,1,60000,45
20700,M,M,4,2,Bachelors,Skilled Manual,1,2,2-5 Miles,North America,1,60000,45
